Contract Symbol,Ticker,Option Type,strike,Expiry,Calendar DTE,Current Stock Price,bid,ask,MarketMid,SpreadPct,volume,openInterest,Initial Recommended Action,BS_ForeV,BS_ForeV AskEdge,Forecast Edge Per Contract,Forecast Edge Return,Premium Paid,Moneyness,Break-Even Price,IV_Mid,IV Used,ForeV Used,Volatility Spread,Greek Volatility,Greek Volatility Source,Delta,Gamma,Vega,Theta,Rho,Base_Mark_to_Ask_PnL,Scenario_Count,Mean_Purchase_PnL,Median_Purchase_PnL,Purchase_PnL_StdDev,Fifth_Percentile_Purchase_PnL,Expected_Shortfall_5pct_PnL,Worst_Purchase_PnL,Best_Purchase_PnL,Mean_Purchase_Return,Median_Purchase_Return,Purchase_Return_StdDev,Fifth_Percentile_Purchase_Return,Expected_Shortfall_5pct_Return,Worst_Purchase_Return,Best_Purchase_Return,Scenario_Profit_Frequency,Scenario_Loss_Frequency,Scenario_Breakeven_Frequency,Mean_Scenario_Movement_PnL,Median_Scenario_Movement_PnL,Positive_Movement_Frequency,Negative_Movement_Frequency,Base_Mark_to_Ask_Return,Mean_Scenario_Movement_Return,Mean_PnL_Minus_Forecast_Edge,Mean_Return_Minus_Forecast_Edge,Attribution_Scenario_Count,Mean_Full_Movement_PnL,Mean_Approximate_PnL,Mean_Residual_PnL,Median_Absolute_Residual_PnL,P95_Absolute_Residual_PnL,Gross_Full_Movement_PnL,Gross_Residual_PnL,Mean_Delta_PnL,Mean_Gamma_PnL,Mean_Vega_PnL,Mean_Theta_PnL,Mean_Rho_PnL,Mean_Absolute_Delta_PnL,Mean_Absolute_Gamma_PnL,Mean_Absolute_Vega_PnL,Mean_Absolute_Theta_PnL,Mean_Absolute_Rho_PnL,Gross_Residual_Ratio,Local_Scenario_Count,Local_Gross_Full_Movement_PnL,Local_Gross_Residual_PnL,Local_Median_Absolute_Residual_PnL,Local_Gross_Residual_Ratio,Mean_Full_Movement_Return,Mean_Approximate_Return,Mean_Residual_Return,Mean_Delta_Return,Mean_Gamma_Return,Mean_Vega_Return,Mean_Theta_Return,Mean_Rho_Return,Mean_Absolute_Greek_PnL_Total,Delta_Driver_Share,Gamma_Driver_Share,Vega_Driver_Share,Theta_Driver_Share,Rho_Driver_Share,Dominant Greek,Dominant Driver Share,Second Driver Share,Risk Driver,Attribution Reliability,Forecast_Edge_Score,Mean_Return_Score,Median_Return_Score,Profit_Frequency_Score,Fifth_Percentile_Score,Expected_Shortfall_Score,Tail_Risk_Score,Spread_Liquidity_Score,Volume_Liquidity_Score,Open_Interest_Liquidity_Score,Liquidity_Score,Final Score,Missing Liquidity Data,Spread Rejection,Volume Rejection,Open Interest Rejection,Liquidity Rejection,Risk Tail Cutoff,Risk Rejection,Final Recommended Action,Attribution Warning,Recommendation Change,Final Recommendation Reason,Overall Score Rank,Final Shortlist Rank,Ticker Shortlist Rank
AMZN260918C00275000,AMZN,Calls,275.0,2026-09-18,47,271.5799865722656,11.2,11.6,11.399999999999999,0.03508771929824565,8133.0,10968.0,Buy,12.291992737718743,0.05965454635506413,69.19927377187437,0.05965454635506413,1160.0,1.012593024511489,286.6,0.31839118314945497,0.3350286224365234,0.34133470902212126,0.0063060865855978365,0.31839118314945497,Calculated Mid IV,0.49595354146025866,0.012856608904171873,0.3887657386794306,-0.14434729743665264,0.15875834779116985,-20.00011969404678,1000,21.697982982541525,-284.9201579837574,1090.7550344584056,-1125.2086367941638,-1149.9995330767456,-1159.9971603644044,5454.135024428117,0.018705157743570282,-0.24562082584806672,0.9403060641882802,-0.9700074455122101,-0.9913789078247806,-0.9999975520382797,4.7018405383001,0.402,0.598,0.0,41.698102676588334,-264.92003828971065,0.41,0.59,-0.017241482494867913,0.03594664023843822,-47.50129078933285,-0.040949388611493845,1000,41.698102676588334,36.956824124991336,4.741278551597,42.916225786537495,260.71826301038345,829862.9853987957,76209.67637078553,-31.13146813507922,296.8870933545587,-15.818558098332453,-213.33087088162895,0.35062788547327145,842.5689756420416,296.8870933545587,156.9487167915263,213.33087088162895,6.337037440711537,0.0918340469591646,66,20615.770531978258,359.3164479747577,3.453565537040433,0.017429202921006623,0.03594664023843822,0.03185933114223391,0.004087309096204311,-0.026837472530240707,0.2559371494435851,-0.013636688015803838,-0.18390592317381807,0.0003022654185114409,1516.072694110467,0.5557576354453151,0.1958264234346314,0.1035232132345828,0.14071282446439526,0.004179903421075531,Delta,0.5557576354453151,0.1958264234346314,Directional,High,89.04282115869017,77.455919395466,57.93450881612091,40.2,55.91939546599496,55.541561712846345,55.730478589420656,78.5264483627204,98.36272040302268,93.82871536523929,90.23929471032746,69.74536523929471,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 69.7. Primary risk driver: Directional.",82,11,8
GOOGL260918P00340000,GOOGL,Puts,340.0,2026-09-18,47,356.1300048828125,8.95,9.55,9.25,0.06486486486486502,333.0,4941.0,Buy,12.122004744345247,0.26931986851782685,257.20047443452466,0.26931986851782685,955.0000000000001,0.9547075375237754,330.45,0.24997370064033914,0.32529361236572263,0.309851520045094,-0.015442092320628653,0.24997370064033914,Calculated Mid IV,-0.3861407243830256,0.011701318692531153,0.47769561222904955,-0.206143856523151,-0.18898673824738432,-30.000133594721845,1000,144.07204652113214,-330.2084651220685,1282.6489436462768,-946.2886609423712,-952.4825696349519,-954.9999999594095,8390.316399667288,0.15086078169752057,-0.3457680263058308,1.3430878991060495,-0.9908781789972473,-0.9973639472617297,-0.9999999999574967,8.785671622688259,0.386,0.614,0.0,174.072180115854,-300.2083315273467,0.397,0.603,-0.03141375245520612,0.18227453415272668,-113.12842791339253,-0.11845908682030629,1000,174.072180115854,171.9150698495601,2.1571102662938784,70.02971165581077,376.96094962805535,918304.5962626052,122004.71723783025,31.784473105389832,464.64503300084533,-19.43704149710227,-304.6600055555649,-0.41738920400793317,860.2424668675903,464.64503300084533,192.85061901536002,304.66000555556485,7.543641343804895,0.13285865902705432,66,22529.31197692641,877.6690241544472,8.737529925801994,0.03895676108765859,0.18227453415272668,0.18001577994718332,0.002258754205543328,0.03328217079098411,0.4865393015715657,-0.020352923033614943,-0.31901571262362816,-0.00043705675812349016,1829.9417657831655,0.4700928100296295,0.25391246961456715,0.10538620551830795,0.16648617527191015,0.004122339565585258,Delta,0.4700928100296295,0.25391246961456715,Directional,High,92.19143576826197,90.42821158690177,54.030226700251895,38.6,50.88161209068011,50.50377833753149,50.6926952141058,59.823677581863976,76.95214105793451,79.97481108312343,72.25020990764064,69.69008396305625,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 69.7. Primary risk driver: Directional.",84,12,4
AMZN260918P00260000,AMZN,Puts,260.0,2026-09-18,47,271.5799865722656,6.75,7.35,7.05,0.08510638297872336,2351.0,3152.0,Positive Edge,7.529433282006337,0.024412691429433715,17.94332820063378,0.024412691429433715,735.0,0.9573606777199531,252.65,0.32760554882567916,0.31964791687011707,0.34133470902212126,0.021686792152004197,0.32760554882567916,Calculated Mid IV,-0.31899103090765446,0.011186239318054382,0.34804538051535433,-0.11167475252621142,-0.12063107367115025,-30.000140127646624,1000,83.97377954927043,-207.49015247602483,871.1571674009623,-709.1504360119596,-724.6566647838076,-734.9969288033809,5950.607342544361,0.11425004020308901,-0.2822995271782651,1.1852478468040304,-0.9648305251863396,-0.9859274350800104,-0.9999958215011985,8.096064411624981,0.394,0.606,0.0,113.97391967691706,-177.4900123483782,0.406,0.594,-0.0408165171804716,0.15506655738356062,66.03045134863666,0.0898373487736553,1000,113.97391967691706,98.86576988163897,15.108149795278083,42.57570983649663,276.8526686128672,619647.6854812945,77646.43039613447,20.02336566614369,258.31462257734154,-14.16168022223316,-165.0441167584879,-0.26642138112524744,541.9296842996699,258.3146225773416,140.50949047787978,165.04411675848786,4.815139745425275,0.1253073838818985,66,14322.494154677206,447.1105562657181,5.399857050695545,0.03121736699188724,0.15506655738356062,0.13451125153964485,0.02055530584391576,0.0272426743757057,0.3514484660916211,-0.019267592139092734,-0.22454981871903115,-0.00036247806955815975,1110.6130538588045,0.48795544264201224,0.23258741798489782,0.1265152520850373,0.14860631809165678,0.004335569196395775,Delta,0.48795544264201224,0.23258741798489782,Directional,High,87.27959697732997,87.78337531486146,56.549118387909324,39.4,56.67506297229219,56.80100755667507,56.73803526448363,53.65239294710328,93.57682619647355,72.67002518891688,73.29974811083123,69.61906801007557,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Positive Edge -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 69.6. Primary risk driver: Directional.",86,13,9
META260918P00550000,META,Puts,550.0,2026-09-18,47,556.7100219726562,25.6,26.75,26.175,0.04393505253104101,413.0,10987.0,Buy,41.178807609737646,0.5393946769995381,1442.8807609737646,0.5393946769995381,2675.0,0.9879470070452839,523.25,0.20907024999672713,0.3748994395446777,0.4130862391333008,0.03818679958862309,0.20907024999672713,Calculated Mid IV,-0.6201552471057094,0.008433842065511041,0.7036890211444338,-0.47778620816159867,-0.47826895616130977,-57.500507485190155,1000,93.16718341069267,-763.5414956295733,2688.841170353111,-2646.125851653374,-2666.1678611471575,-2674.9999999997603,14327.927791241842,0.0348288536114739,-0.2854360731325508,1.0051742692908827,-0.9892059258517286,-0.9966982658494046,-0.9999999999999104,5.356234688314707,0.397,0.603,0.0,150.6676908958828,-706.0409881443832,0.404,0.596,-0.021495516816893517,0.0563243704283674,-1349.713577563072,-0.5045658233880642,1000,150.6676908958828,162.36467060731158,-11.696979711428776,149.51275988476965,994.9568774704611,2102290.0630626027,284383.4175014323,79.79768753313758,818.3760348535135,-28.632527397972773,-706.1202370420266,-1.0562873393399976,2159.7136232594917,818.3760348535135,284.0864765091183,706.1202370420266,19.090701837681998,0.13527315877959503,66,56759.435175918006,1477.5180825218163,14.843316963597147,0.02603123300896941,0.0563243704283674,0.06069707312422863,-0.0043727026958612246,0.02983091122734115,0.30593496630037886,-0.010703748559989821,-0.26397018207178563,-0.00039487377171588695,3987.3870735018318,0.5416363105583257,0.2052411816981674,0.07124627513516661,0.17708846019353033,0.0047877724148099885,Delta,0.5416363105583257,0.2052411816981674,Directional,High,94.33249370277078,78.96725440806046,56.42317380352645,39.7,52.267002518891694,52.141057934508815,52.204030226700255,72.16624685138538,78.46347607052897,93.95465994962217,81.5281276238455,69.56751049538204,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 69.6. Primary risk driver: Directional.",87,14,1
GOOGL260918P00345000,GOOGL,Puts,345.0,2026-09-18,47,356.1300048828125,10.55,11.3,10.925,0.06864988558352403,283.0,2387.0,Buy,14.512078407591616,0.28425472633554116,321.20784075916157,0.28425472633554116,1130.0,0.9687473542520662,333.7,0.2368685609934722,0.32089912506103513,0.309851520045094,-0.011047605015941153,0.2368685609934722,Calculated Mid IV,-0.4478517835398168,0.012705357863812371,0.49149199467238897,-0.21558335047735938,-0.21944294436740006,-37.50010628516698,1000,156.13722841641408,-369.0037380747274,1422.4951994734174,-1118.8603545197136,-1126.7412529818826,-1129.9999999860715,8711.580999879614,0.13817453842160538,-0.3265519805971039,1.2588453092685106,-0.9901419066546138,-0.9971161530813122,-0.999999999987674,7.709363716707623,0.401,0.599,0.0,193.63733470158104,-331.5036317895604,0.408,0.592,-0.033185934765634494,0.17136047318723985,-165.0706123427475,-0.1460801879139358,1000,193.63733470158104,202.28461338409386,-8.64727868251281,75.64200916046556,407.1045716682719,1042974.48687069,130492.37388614423,36.864106969981954,504.5141987019624,-19.998404949468465,-318.6106336704894,-0.4846536678926675,997.722070571321,504.51419870196247,198.42036013555875,318.6106336704894,8.759338793229361,0.12511559537536696,66,26020.7259786174,750.9727796085906,7.445948202278572,0.02886056216208973,0.17136047318723985,0.17901293219831316,-0.007652459011073284,0.03262310351325837,0.44647274221412603,-0.017697703495104838,-0.281956312982734,-0.00042889705123244913,2028.0266018725606,0.4919669543042892,0.2487709965126314,0.09783913088336664,0.15710377436681702,0.004319143932895901,Delta,0.4919669543042892,0.2487709965126314,Directional,High,92.56926952141058,89.16876574307305,54.53400503778337,40.1,51.51133501259446,51.13350125944584,51.32241813602015,58.56423173803527,74.68513853904281,69.0176322418136,67.42233417296389,69.45118807724602,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 69.5. Primary risk driver: Directional.",90,15,5
META260918P00540000,META,Puts,540.0,2026-09-18,47,556.7100219726562,21.2,21.85,21.525,0.030197444831591275,193.0,2931.0,Buy,35.30552395674442,0.615813453397914,1345.552395674442,0.615813453397914,2185.0,0.9699843341899151,518.15,0.23105739183619955,0.37161883270263674,0.4130862391333008,0.041467406430664044,0.23105739183619955,Calculated Mid IV,-0.5226950138422344,0.008168231406770489,0.7532011462882573,-0.45598153001226527,-0.40241599920828586,-32.50000644606885,1000,119.05541398125062,-694.3598319815983,2393.9050142810734,-2161.0311163478514,-2177.4942225386694,-2184.999999980624,13822.761658849655,0.05448760365274628,-0.31778482012887793,1.0956087021881344,-0.9890302591981013,-0.9965648615737618,-0.9999999999911323,6.326206708855677,0.391,0.609,0.0,151.5554204273195,-661.8598255355295,0.396,0.604,-0.014874144826576133,0.06936174847932242,-1226.4969816931914,-0.5613258497451677,1000,151.5554204273195,154.42867869435776,-2.8732582670382847,140.205664958593,807.3183503941251,1827564.222832704,246945.58289700377,67.25711599534678,792.6025622147711,-30.647135040148004,-673.8951032051268,-0.8887612704852227,1820.3047502595084,792.6025622147711,304.07502934132225,673.8951032051269,16.06293646415795,0.1351227933945002,66,48215.304966894924,1417.5342589914972,11.896783518496761,0.02940008903738739,0.06936174847932242,0.07067674082121636,-0.0013149923418939518,0.030781288785055736,0.3627471680616801,-0.014026148759793137,-0.30841881153552714,-0.00040675573019918656,3606.9403814848865,0.504667268581283,0.21974373801223643,0.08430276000740057,0.18683289212773216,0.004453341271347891,Delta,0.504667268581283,0.21974373801223643,Directional,High,94.83627204030228,81.86397984886649,55.037783375314866,39.1,52.39294710327456,52.39294710327456,52.39294710327456,82.99748110831234,70.27707808564232,71.53652392947103,74.93702770780855,69.42293450881613,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 69.4. Primary risk driver: Directional.",92,16,2
GOOGL260918P00330000,GOOGL,Puts,330.0,2026-09-18,47,356.1300048828125,6.15,6.55,6.35,0.06299212598425188,766.0,5623.0,Buy,8.120723584298801,0.2398051273738628,157.07235842988015,0.2398051273738628,655.0,0.9266279040671936,323.45,0.2687179961129035,0.331061376953125,0.309851520045094,-0.02120985690803101,0.2687179961129035,Calculated Mid IV,-0.28037331470704135,0.009645043519475966,0.4232754387785417,-0.17848091158792878,-0.1367498478200193,-20.00000328480125,1000,122.04100872864822,-280.52946843377697,1021.2151603683974,-651.0098411125817,-653.89174733168,-654.9999999703087,7701.760615961861,0.18632215073076064,-0.42828926478439233,1.5591071150662559,-0.9939081543703538,-0.9983080111934044,-0.9999999999546698,11.758413154140246,0.373,0.627,0.0,142.0410120134495,-260.5294651489757,0.38,0.62,-0.030534356160001906,0.21685650689076258,-35.03134970123193,-0.05348297664310217,1000,142.0410120134495,124.76959581861904,17.27141619483044,68.2562565136667,384.02685154766124,691020.2790279465,121439.96009478533,23.07842068461893,382.9928644932998,-17.222729406812785,-263.77693923579994,-0.3020207166869491,624.6143352861825,382.9928644932998,170.88063673337604,263.77693923579994,5.458540717411441,0.17574008141354996,66,16478.773293857033,1111.7418554066935,12.422866661164534,0.06746508587633336,0.21685650689076258,0.19048793254750998,0.02636857434325258,0.03523423005285333,0.5847219305241218,-0.026294243369179824,-0.40271288432946556,-0.00046110033081976957,1447.72331646607,0.4314459318171944,0.2645483844442012,0.11803404337681049,0.18220120946845442,0.0037704308933393985,Delta,0.4314459318171944,0.2645483844442012,Directional,High,91.81360201511335,92.06549118387909,50.75566750629723,37.3,48.36272040302267,48.2367758186398,48.29974811083123,60.70528967254408,84.94962216624685,82.11586901763224,75.92359361880773,69.2893744752309,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 69.3. Primary risk driver: Directional.",93,17,6
AMZN260918P00245000,AMZN,Puts,245.0,2026-09-18,47,271.5799865722656,3.05,3.25,3.15,0.06349206349206354,2829.0,3436.0,Positive Edge,3.277443540752188,0.008444166385288554,2.74435407521878,0.008444166385288554,325.0,0.9021283309284174,241.75,0.33619808463015244,0.3270330969238281,0.34133470902212126,0.01430161209829317,0.33619808463015244,Calculated Mid IV,-0.17001617586353235,0.007724020315780001,0.24662617124746553,-0.08314027837138938,-0.0635117963194651,-9.999999935252646,1000,67.13543560733241,-140.76952914561895,543.084877839575,-321.0375505798673,-323.67104251126216,-324.9999750118363,4913.29314482818,0.20657057109948437,-0.43313701275575056,1.671030393352541,-0.9878078479380532,-0.9959109000346529,-0.9999999231133424,15.117825061009784,0.371,0.629,0.0,77.13543554258507,-130.76952921036627,0.376,0.624,-0.03076923057000814,0.23733980166949253,64.39108153211363,0.19812640471419582,1000,77.13543554258507,55.988218511538065,21.147217031047,44.850822032001616,244.22881275097558,344985.8702376323,80312.36966659539,10.672074536981007,178.36444723922273,-10.03501602713052,-122.87301740507634,-0.1402698324587991,288.8382543214331,178.3644472392227,99.56551530487258,122.87301740507635,2.5351525560892822,0.23279901177191642,66,7736.1190276619045,644.7545497738121,7.989078904349647,0.08334341127228971,0.23733980166949253,0.1722714415739633,0.06506836009552923,0.032837152421480026,0.548813683812993,-0.030876972391170834,-0.37807082278485027,-0.0004315994844886126,692.1763868266939,0.41728995645982936,0.2576864086001843,0.1438441374189808,0.17751691583758275,0.003662581683422884,Delta,0.41728995645982936,0.2576864086001843,Directional,High,86.90176322418137,92.9471032745592,50.62972292191436,37.1,53.02267002518891,53.274559193954666,53.14861460957179,60.20151133501259,94.7103274559194,73.9294710327456,76.28043660789253,69.20060033585223,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Positive Edge -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 69.2. Primary risk driver: Directional.",95,18,10
AMZN260918C00280000,AMZN,Calls,280.0,2026-09-18,47,271.5799865722656,9.05,9.5,9.275,0.048517520215633346,5581.0,19836.0,Buy,10.193728138668888,0.07302401459672506,69.3728138668888,0.07302401459672506,950.0,1.0310038067753342,289.5,0.31740492284464106,0.3332281033325196,0.34133470902212126,0.008106605689601643,0.31740492284464106,Calculated Mid IV,0.4330054106109186,0.012714935890141273,0.38329076147046537,-0.14055263214124758,0.13948132854901227,-22.500261416301726,1000,22.918077406757615,-272.22457158822664,971.8854968943702,-930.9851621467338,-944.9473647082731,-949.9994691032406,5166.003373833388,0.02412429200711328,-0.28655218061918597,1.023037365151969,-0.9799843812070882,-0.9946814365350243,-0.9999994411613059,5.4378982882456715,0.384,0.616,0.0,45.418338823059344,-249.7243101719249,0.398,0.602,-0.023684485701370238,0.04780877770848352,-46.45473646013119,-0.048899722589611776,1000,45.418338823059344,43.42493250199674,1.9934063210625939,43.21838912098946,283.5501667835988,725195.2748812325,76946.93227903824,-27.18015502633704,293.6155549842287,-15.595785779554442,-207.72273504154978,0.3080533652093284,735.6272206297735,293.6155549842287,154.73841232815258,207.7227350415498,5.56757117715759,0.10610512084712642,66,18011.36335151456,476.40912660342576,4.490926278356174,0.026450475586200693,0.04780877770848352,0.04571045526525973,0.002098322443223783,-0.02861068950140741,0.30906900524655656,-0.01641661661005731,-0.2186555105700524,0.0003242667002203457,1397.2714941608624,0.5264740773027491,0.21013493527294838,0.11074326855932992,0.1486631165880176,0.003984602276954931,Delta,0.5264740773027491,0.21013493527294838,Directional,High,89.29471032745592,78.08564231738035,56.17128463476071,38.4,54.78589420654912,53.904282115869016,54.34508816120907,69.39546599496221,97.22921914357683,98.86649874055415,88.49706129303105,69.03665827036104,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 69.0. Primary risk driver: Directional.",99,19,11
META260918P00530000,META,Puts,530.0,2026-09-18,47,556.7100219726562,16.8,17.7,17.25,0.05217391304347818,596.0,3325.0,Buy,29.920899586662017,0.6904463043311875,1222.0899586662017,0.6904463043311875,1770.0,0.9520216613345464,512.3,0.24523783563699295,0.37091693542480464,0.4130862391333008,0.04216930370849614,0.24523783563699295,Calculated Mid IV,-0.437609990812545,0.007714377654091392,0.7550078081157229,-0.42380680076104976,-0.3359171959850738,-45.00026335739555,1000,110.69041956659082,-653.6215945836215,2111.1665293807564,-1754.3079691562557,-1765.2184760034954,-1769.9999999639442,13243.7027351616,0.06253696020711345,-0.36927773705289346,1.1927494516275472,-0.991134445850992,-0.9972985740132745,-0.9999999999796295,7.48231792946983,0.372,0.628,0.0,155.6906829239864,-608.621331226226,0.379,0.621,-0.025423877603048334,0.08796083781016181,-1111.3995390996108,-0.6279093441240741,1000,155.6906829239864,147.06525878057025,8.62542414341616,137.44204333685406,709.7695550839428,1566272.9748810267,229145.0952359546,56.30890889210889,748.5629618006507,-30.720646623701843,-626.3440708447554,-0.7418944437320983,1523.9930053695314,748.5629618006507,304.80439725440056,626.3440708447555,13.40855380238876,0.14629959075515578,66,40550.33084506304,1625.7693950837233,15.690935378748122,0.040092629608758396,0.08796083781016181,0.08308771682518093,0.0048731209849808815,0.031812942876897676,0.4229169275709891,-0.017356297527515167,-0.3538667066919522,-0.00041914940323847365,3217.112989071727,0.47371447958042273,0.23268158884796977,0.09474469758749428,0.19469134996886828,0.00416788401524489,Delta,0.47371447958042273,0.23268158884796977,Directional,High,95.84382871536525,82.49370277078086,53.274559193954666,37.2,50.62972292191436,50.62972292191436,50.62972292191436,67.38035264483628,81.98992443324937,73.42569269521411,74.26532325776658,68.91963056255248,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 68.9. Primary risk driver: Directional.",103,20,3
META260918P00545000,META,Puts,545.0,2026-09-18,47,556.7100219726562,23.25,24.1,23.675,0.03590285110876458,314.0,1463.0,Buy,38.18232993542483,0.5843290429636859,1408.232993542483,0.5843290429636859,2410.0,0.9789656706175995,520.9,0.21951125170652233,0.3715883154296875,0.4130862391333008,0.04149792370361327,0.21951125170652233,Calculated Mid IV,-0.5703462211665622,0.008395205959704801,0.7354467177278222,-0.4672555360744439,-0.4393437121630989,-42.49999995069871,1000,114.35297346289343,-724.3608394827539,2541.368772369998,-2384.4149220630693,-2402.0646781670193,-2409.9999999977795,14095.201569676065,0.047449366582113454,-0.30056466368579005,1.0545098640539419,-0.9893837850884105,-0.996707335339012,-0.9999999999990786,5.84863135671206,0.394,0.606,0.0,156.8529734135921,-681.8608395320553,0.399,0.601,-0.017634854751327266,0.0650842213334407,-1293.8800200795895,-0.5368796763815725,1000,156.8529734135921,166.5635660118658,-9.710592598273667,148.4734593485315,923.8811377419307,1963584.8468727276,264588.88401339203,73.3885744815721,814.6269887098595,-29.924721947266075,-690.5569567644206,-0.9703184678789726,1986.251845125532,814.6269887098595,296.9073844007149,690.5569567644208,17.536952179554014,0.1347478742437768,66,52367.80379364069,1432.7082232781534,14.442751853169966,0.027358569951183152,0.0650842213334407,0.06911351286799411,-0.0040292915345533885,0.030451690656253985,0.33801949738998316,-0.012416897073554388,-0.2865381563337845,-0.000402621770904138,3805.880127180081,0.5218902799750607,0.21404431077377287,0.07801280504877715,0.1814447469936685,0.0046078572087208105,Delta,0.5218902799750607,0.21404431077377287,Directional,High,94.7103274559194,81.10831234256926,55.91939546599496,39.4,52.015113350125944,52.015113350125944,52.015113350125944,77.58186397984886,76.13350125944585,59.69773299748111,71.13769941225861,68.91797649034424,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 68.9. Primary risk driver: Directional.",104,21,4
META260918P00535000,META,Puts,535.0,2026-09-18,47,556.7100219726562,18.8,19.7,19.25,0.04675324675324668,683.0,1515.0,Buy,32.55098464785462,0.6523342460839909,1285.098464785462,0.6523342460839909,1970.0,0.9610029977622307,515.3,0.23776557652326066,0.3711915908813477,0.4130862391333008,0.041894648251953104,0.23776557652326066,Calculated Mid IV,-0.4791741450728379,0.007997695439955176,0.758886649232689,-0.4402935197631721,-0.3682881980603615,-45.00014023730721,1000,112.26361073602885,-682.4040410014742,2251.87694011823,-1950.0460258671271,-1964.0860362408007,-1969.9999999760785,13540.49327181545,0.05698660443453242,-0.34639799035607827,1.143084741176766,-0.989871079120369,-0.9969979879394927,-0.999999999987857,6.873346838485,0.38,0.62,0.0,157.2637509733361,-637.403900764167,0.385,0.615,-0.022842710780358988,0.07982931521489142,-1172.8348540494333,-0.5953476416494585,1000,157.2637509733361,155.3101110543535,1.9536399189825897,138.67649388043003,748.9463521914971,1694086.1235895609,237921.5693159151,61.65712356854882,776.0546416777069,-30.878473477918348,-650.7097928579919,-0.8133878559918364,1668.7417124298336,776.0546416777069,306.37032520374595,650.7097928579919,14.700682720323108,0.14044242851820807,66,44294.283408850315,1500.5255568514403,13.465749655871605,0.03387628021885155,0.07982931521489142,0.07883761982454493,0.0009916953903464922,0.03129803226829889,0.39393636633386137,-0.015674352019247894,-0.33030953952182335,-0.0004128872365440794,3416.5771548896014,0.4884250045521817,0.2271438947506465,0.08967171274481157,0.19045663638145413,0.004302751570906095,Delta,0.4884250045521817,0.2271438947506465,Directional,High,95.71788413098237,81.98992443324937,53.904282115869016,38.0,51.7632241813602,51.385390428211586,51.57430730478589,69.89924433249371,83.06045340050377,60.579345088161205,71.17968094038623,68.85071368597818,False,False,False,False,False,-0.9995446305265128,False,Watchlist,Greek attribution is reliable under local shocks.,Buy -> Watchlist,"Positive valuation and scenario evidence, but the score or consistency is below the Candidate requirement. Composite score: 68.9. Primary risk driver: Directional.",106,22,5
